year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,linkID,Ratio lo/med,med trans,med treatment,,lo,,hi,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,HI linkID,ratio hi/med,med trans,med treatment,,Med,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,medlinkID
2025,2010,GW1803-5-22.14,1803053PD,196.8503937,399,65.5,0,2025GW1803-5-22.141803053PD,0.760013008,429.42375,181.75,,,,,2020,2010,GW1809-6-44,1809031PD,1881.72043,362,298,0,2020GW1809-6-441809031PD,1.213793103,362,181.75,,,2035,2010,1803039PD,1803039E,4800.32,17.6,0,0,20351803039PD1803039E
2035,2010,GW1806-3-01,1806075PD,2760.204082,471,65.5,0,2035GW1806-3-011806075PD,0.751390629,532.2594375,181.75,,,,,2015,2010,GW1809-6-44,1809031PD,1612.903226,362,298,0,2015GW1809-6-441809031PD,1.213793103,362,181.75,,,2010,2010,CVP_CCC,1804017PD,4800.013927,25,0,0,2010CVP_CCC1804017PD
2035,2010,GW1806-3-12,1806047PD,1272.714643,471,65.5,0,2035GW1806-3-121806047PD,0.751390629,532.2594375,181.75,,,,,2020,2010,GW1806-3-04.08,1806039PD,8262,494.55,298,0,2020GW1806-3-04.081806039PD,1.214170816,471,181.75,,,2015,2010,WWT1807097,1807097REC,4800,108,0,0,2015WWT18070971807097REC
2035,2010,GW1806-3-12,1806003PD,1205.858117,471,65.5,0,2035GW1806-3-121806003PD,0.751390629,532.2594375,181.75,,,,,2025,2010,GW1804-5-22.03,1804069PD,15721.80347,297.93625,49,0,2025GW1804-5-22.031804069PD,1.215715218,259.37625,26,,,2015,2010,1807097REC,1807097NPD,4800,0,236,0,20151807097REC1807097NPD
2035,2010,GW1806-3-12,1806027PD,919.1104718,471,65.5,0,2035GW1806-3-121806027PD,0.751390629,532.2594375,181.75,,,,,2025,2010,GW1804-5-22.07,1804033PD,12617,297.93625,49,0,2025GW1804-5-22.071804033PD,1.215715218,259.37625,26,,,2015,2010,1807097NPD,1807097E,4800,195.72,0,0,20151807097NPD1807097E
2035,2010,GW1806-3-12,1806053PD,493.9448441,471,65.5,0,2035GW1806-3-121806053PD,0.751390629,532.2594375,181.75,,,,,2025,2010,GW1804-5-22.01,1804062PD,11918.23079,297.93625,49,0,2025GW1804-5-22.011804062PD,1.215715218,259.37625,26,,,2035,2010,GW-4,GW1807-4-11,4795.923985,0,0,0,2035GW-4GW1807-4-11
2025,2010,GW1809-6-54,1809019PD,8203,362,65.5,0,2025GW1809-6-541809019PD,0.748224607,389.6025,181.75,,,,,2025,2010,GW1804-5-22.01,1804031PD,9725.714286,297.93625,49,0,2025GW1804-5-22.011804031PD,1.215715218,259.37625,26,,,2015,2010,SW1805SWP05axf,1805007E,4795.662908,592,0,0,2015SW1805SWP05axf1805007E
2030,2010,1805097IMP,1805005PD,1027,417.1209397,21.42161636,0,20301805097IMP1805005PD,0.747525518,477.6034759,109.0555015,,,,,2025,2010,GW1804-5-22.03,1804013PD,7291.094595,297.93625,49,0,2025GW1804-5-22.031804013PD,1.215715218,259.37625,26,,,2020,2010,GW1807-4-08,1807041E,4795.08,163.1,0,0,2020GW1807-4-081807041E
2030,2010,GW1803-5-22.11,1803077PD,30885,399,65.5,0,2030GW1803-5-22.111803077PD,0.747208024,439.8975,181.75,,,,,2025,2010,GW1804-5-22.07,1804051PD,5960,297.93625,49,0,2025GW1804-5-22.071804051PD,1.215715218,259.37625,26,,,2010,2010,GW1807-4-11.04,1807261PD,4792.706456,579,26,0,2010GW1807-4-11.041807261PD
2030,2010,GW1803-5-22.14,1803079PD,19576,399,65.5,0,2030GW1803-5-22.141803079PD,0.747208024,439.8975,181.75,,,,,2025,2010,GW1804-5-22.03,1804043PD,1458.152461,297.93625,49,0,2025GW1804-5-22.031804043PD,1.215715218,259.37625,26,,,2010,2010,1807161BDSL,1807243PD,4791.98922,25,758,0,20101807161BDSL1807243PD
2030,2010,GW1803-5-22.12,1803037PD,19131,399,65.5,0,2030GW1803-5-22.121803037PD,0.747208024,439.8975,181.75,,,,,2025,2010,GW1804-5-22.07,1804043PD,96.23910284,297.93625,49,0,2025GW1804-5-22.071804043PD,1.215715218,259.37625,26,,,2020,2010,1807009NPD,1807009E,4787,71.42737414,0,0,20201807009NPD1807009E
2030,2010,GW1803-5-22.14,1803025PD,13957.32082,399,65.5,0,2030GW1803-5-22.141803025PD,0.747208024,439.8975,181.75,,,,,2035,2010,1805097IMP,1805005PD,1510,538.0860122,133.4437086,0,20351805097IMP1805005PD,1.217033965,477.6034759,74.17218543,,,2025,2010,1805079PD,1805079E,4778.667315,318.2,0,0,20251805079PD1805079E
2030,2010,GW1803-5-22.14,1803081PD,12864,399,65.5,0,2030GW1803-5-22.141803081PD,0.747208024,439.8975,181.75,,,,,2030,2010,GW1806-3-03.01,1805089PD,45200,352,298,0,2030GW1806-3-03.011805089PD,1.217798595,352,181.75,,,2020,2010,1807257REC,1807257NPD,4775,0,236,0,20201807257REC1807257NPD
2030,2010,GW1803-5-22.12,1803047PD,12036,399,65.5,0,2030GW1803-5-22.121803047PD,0.747208024,439.8975,181.75,,,,,2035,2010,GW1806-3-03.01,1805089PD,45200,352,298,0,2035GW1806-3-03.011805089PD,1.217798595,352,181.75,,,2020,2010,1807257NPD,1807257E,4775,195.72,0,0,20201807257NPD1807257E
2030,2010,GW1803-5-22.14,1803067PD,5702.001336,399,65.5,0,2030GW1803-5-22.141803067PD,0.747208024,439.8975,181.75,,,,,2025,2010,GW1806-3-03.01,1805089PD,44009.36585,352,298,0,2025GW1806-3-03.011805089PD,1.217798595,352,181.75,,,2035,2010,1807309PD,1807311PD,4761.071551,25,0,0,20351807309PD1807311PD
2030,2010,GW1803-5-22.14,1803029PD,4174.463054,399,65.5,0,2030GW1803-5-22.141803029PD,0.747208024,439.8975,181.75,,,,,2020,2010,GW1806-3-03.01,1805089PD,42525.6766,352,298,0,2020GW1806-3-03.011805089PD,1.217798595,352,181.75,,,2020,2010,1801027PD,1801033PD,4759.84883,25,0,0,20201801027PD1801033PD
2030,2010,GW1803-5-22.11,1803031PD,3945,399,65.5,0,2030GW1803-5-22.111803031PD,0.747208024,439.8975,181.75,,,,,2015,2010,GW1806-3-03.01,1805089PD,41622.66738,352,298,0,2015GW1806-3-03.011805089PD,1.217798595,352,181.75,,,2030,2010,1805051PD,1805051E,4758,318.2,0,0,20301805051PD1805051E
2030,2010,GW1803-5-22.14,1803083PD,1409.39505,399,65.5,0,2030GW1803-5-22.141803083PD,0.747208024,439.8975,181.75,,,,,2010,2010,GW1806-3-03.01,1805089PD,38987.70183,352,298,0,2010GW1806-3-03.011805089PD,1.217798595,352,181.75,,,2010,2010,1807311PD,1807311E,4757.6,163.1,0,0,20101807311PD1807311E
2030,2010,GW1803-5-22.14,1803055PD,689.6235436,399,65.5,0,2030GW1803-5-22.141803055PD,0.747208024,439.8975,181.75,,,,,2030,2010,GW1805-2-09.02,1805089PD,27400,352,298,0,2030GW1805-2-09.021805089PD,1.217798595,352,181.75,,,2010,2010,1807261PD,1807261E,4753.8,163.1,0,0,20101807261PD1807261E
2030,2010,GW1803-5-22.14,1803053PD,197.1326165,399,65.5,0,2030GW1803-5-22.141803053PD,0.747208024,439.8975,181.75,,,,,2035,2010,GW1805-2-09.02,1805089PD,27400,352,298,0,2035GW1805-2-09.021805089PD,1.217798595,352,181.75,,,2020,2010,GW1802037,1802037PD,4752.595315,191,26,0,2020GW18020371802037PD
2030,2010,GW1809-6-54,1809019PD,8416,362,65.5,0,2030GW1809-6-541809019PD,0.735984024,399.105,181.75,,,,,2010,2010,GW1805-2-09.01,1805003PD,27307.21649,352,298,0,2010GW1805-2-09.011805003PD,1.217798595,352,181.75,,,2020,2010,FRES_ID_GWXCH,1803033PD,4752.044319,399,224,0,2020FRES_ID_GWXCH1803033PD
2015,2010,SW1809SWP24,1809027PD,12800,760.5183591,44,0,2015SW1809SWP241809027PD,0.734858531,870.7935211,224,,,,,2025,2010,GW1805-2-09.02,1805089PD,26678.2439,352,298,0,2025GW1805-2-09.021805089PD,1.217798595,352,181.75,,,2010,2010,1807127PD,1807127E,4749.96,163.1,0,0,20101807127PD1807127E
2015,2010,SW1809SWP24,1810019PD,344.8673902,760.5183591,44,0,2015SW1809SWP241810019PD,0.734858531,870.7935211,224,,,,,2020,2010,GW1805-2-09.02,1805089PD,25778.83936,352,298,0,2020GW1805-2-09.021805089PD,1.217798595,352,181.75,,,2030,2010,GW1807-8-02.01,1807385PD,4749.371692,579,181.75,0,2030GW1807-8-02.011807385PD
2035,2010,GW1803-5-22.11,1803077PD,37665,399,65.5,0,2035GW1803-5-22.111803077PD,0.734219105,450.8949375,181.75,,,,,2015,2010,GW1805-2-09.02,1805089PD,25231.43996,352,298,0,2015GW1805-2-09.021805089PD,1.217798595,352,181.75,,,2010,2010,1810009PD,1810009E,4748.58,17.6,0,0,20101810009PD1810009E
2035,2010,GW1803-5-22.12,1803037PD,21934,399,65.5,0,2035GW1803-5-22.121803037PD,0.734219105,450.8949375,181.75,,,,,2035,2010,GW1805-2-09.01,1805003PD,24500,352,298,0,2035GW1805-2-09.011805003PD,1.217798595,352,181.75,,,2030,2010,1805025PD,1805051PD,4745,25,0,0,20301805025PD1805051PD
2035,2010,GW1803-5-22.14,1803079PD,19576,399,65.5,0,2035GW1803-5-22.141803079PD,0.734219105,450.8949375,181.75,,,,,2010,2010,GW1805-2-09.02,1805089PD,23634.13783,352,298,0,2010GW1805-2-09.021805089PD,1.217798595,352,181.75,,,2035,2010,1802089PD,1802063PD,4741,25,0,0,20351802089PD1802063PD
2035,2010,GW1803-5-22.14,1803081PD,15658,399,65.5,0,2035GW1803-5-22.141803081PD,0.734219105,450.8949375,181.75,,,,,2030,2010,GW1805-2-09.01,1805003PD,21935.58776,352,298,0,2030GW1805-2-09.011805003PD,1.217798595,352,181.75,,,2035,2010,1802063PD,1802063E,4732,17.6,0,0,20351802063PD1802063E
2035,2010,GW1803-5-22.14,1803025PD,15421.1823,399,65.5,0,2035GW1803-5-22.141803025PD,0.734219105,450.8949375,181.75,,,,,2025,2010,GW1805-2-09.01,1805003PD,21107.08535,352,298,0,2025GW1805-2-09.011805003PD,1.217798595,352,181.75,,,2030,2010,SW1804001,1804001PD,4728.772717,87,224,0,2030SW18040011804001PD
2035,2010,GW1803-5-22.12,1803047PD,12036,399,65.5,0,2035GW1803-5-22.121803047PD,0.734219105,450.8949375,181.75,,,,,2020,2010,GW1805-2-09.01,1805003PD,20357.48792,352,298,0,2020GW1805-2-09.011805003PD,1.217798595,352,181.75,,,2020,2010,GW1807-4-11.04,1807119PD,4726.31924,608,181.75,0,2020GW1807-4-11.041807119PD
2035,2010,GW1803-5-22.14,1803067PD,5705,399,65.5,0,2035GW1803-5-22.141803067PD,0.734219105,450.8949375,181.75,,,,,2015,2010,GW1805-2-09.01,1805003PD,19765.70048,352,298,0,2015GW1805-2-09.011805003PD,1.217798595,352,181.75,,,2035,2010,GW1807-4-11.04,1807119PD,4726.292062,608,181.75,0,2035GW1807-4-11.041807119PD
2035,2010,GW1803-5-22.11,1803031PD,4333,399,65.5,0,2035GW1803-5-22.111803031PD,0.734219105,450.8949375,181.75,,,,,2035,2010,GW1805-2-09.02,1805087PD,18507.98579,352,298,0,2035GW1805-2-09.021805087PD,1.217798595,352,181.75,,,2030,2010,GW1807-4-11.04,1807119PD,4726.271461,608,181.75,0,2030GW1807-4-11.041807119PD
2035,2010,GW1803-5-22.14,1803029PD,4183.625616,399,65.5,0,2035GW1803-5-22.141803029PD,0.734219105,450.8949375,181.75,,,,,2030,2010,GW1805-2-09.02,1805087PD,17580.64572,352,298,0,2030GW1805-2-09.021805087PD,1.217798595,352,181.75,,,2025,2010,GW1807-4-11.04,1807119PD,4726.250611,608,181.75,0,2025GW1807-4-11.041807119PD
2035,2010,GW1803-5-22.14,1803083PD,1504.490885,399,65.5,0,2035GW1803-5-22.141803083PD,0.734219105,450.8949375,181.75,,,,,2025,2010,GW1805-2-09.02,1805087PD,16620.13595,352,298,0,2025GW1805-2-09.021805087PD,1.217798595,352,181.75,,,2015,2010,GW1807-4-11.04,1807119PD,4725.654968,608,181.75,0,2015GW1807-4-11.041807119PD
2035,2010,GW1803-5-22.14,1803055PD,689.6235436,399,65.5,0,2035GW1803-5-22.141803055PD,0.734219105,450.8949375,181.75,,,,,2020,2010,GW1805-2-09.02,1805087PD,15896.0485,352,298,0,2020GW1805-2-09.021805087PD,1.217798595,352,181.75,,,2015,2010,1807411GWR,1807411PD,4722.055107,929,26,0,20151807411GWR1807411PD
2035,2010,GW1803-5-22.14,1803053PD,197.3684211,399,65.5,0,2035GW1803-5-22.141803053PD,0.734219105,450.8949375,181.75,,,,,2015,2010,GW1805-2-09.02,1805087PD,15158.55202,352,298,0,2015GW1805-2-09.021805087PD,1.217798595,352,181.75,,,2030,2010,GW-4,GW1807-4-11,4722.031685,0,0,0,2030GW-4GW1807-4-11
2015,2010,SW1803SWP18,1804005PD,306.7044574,744.0086788,44,0,2015SW1803SWP181804005PD,0.732424992,851.8899372,224,,,,,2010,2010,GW1805-2-09.02,1805087PD,11632.30607,352,298,0,2010GW1805-2-09.021805087PD,1.217798595,352,181.75,,,2010,2010,SW1804001,1804001PD,4720.565711,87,224,0,2010SW18040011804001PD
2035,2010,GW1809-6-44,1809027PD,25600,309.2921308,62.140625,0,2035GW1809-6-441809027PD,0.732056244,319.03125,188.3515625,,,,,2010,2010,GW1805-2-10,1805075PD,3258.156685,352,298,0,2010GW1805-2-101805075PD,1.217798595,352,181.75,,,2015,2010,1807347PD,1807347E,4720,163.1,0,0,20151807347PD1807347E
2015,2010,SW1806SWP15,1806059PD,1863.257752,733.4735619,44,0,2015SW1806SWP151806059PD,0.730826906,839.8272284,224,,,,,2015,2010,GW1805-2-10,1805075PD,3196.222487,352,298,0,2015GW1805-2-101805075PD,1.217798595,352,181.75,,,2020,2010,1807217IMP,1807317PD,4712.37722,25,224,0,20201807217IMP1807317PD
2015,2010,SW1806SWP15,1806017PD,1753,733.4735619,44,0,2015SW1806SWP151806017PD,0.730826906,839.8272284,224,,,,,2035,2010,GW1805-2-10,1805075PD,3024.372499,352,298,0,2035GW1805-2-101805075PD,1.217798595,352,181.75,,,2015,2010,GW1808-6-05,GW1808-6-05.01,4695,0,0,0,2015GW1808-6-05GW1808-6-05.01
2015,2010,SW1806SWP15,1806067PD,1364.606176,733.4735619,44,0,2015SW1806SWP151806067PD,0.730826906,839.8272284,224,,,,,2030,2010,GW1805-2-10,1805075PD,2938.159331,352,298,0,2030GW1805-2-101805075PD,1.217798595,352,181.75,,,2015,2010,GW1808-6-05.01,1808005PD,4695,177,26,0,2015GW1808-6-05.011808005PD
2015,2010,SW1806SWP15,1806053PD,698.4292566,733.4735619,44,0,2015SW1806SWP151806053PD,0.730826906,839.8272284,224,,,,,2025,2010,GW1805-2-10,1805075PD,2907.482552,352,298,0,2025GW1805-2-101805075PD,1.217798595,352,181.75,,,2010,2010,GW1804-5-22.01,1804062PD,4694.010779,241,26,0,2010GW1804-5-22.011804062PD
2030,2010,GW1809-6-44,1809027PD,24600,307.1495345,62.00406504,0,2030GW1809-6-441809027PD,0.729690328,317.2845528,188.6199187,,,,,2020,2010,GW1805-2-10,1805075PD,2885.791671,352,298,0,2020GW1805-2-101805075PD,1.217798595,352,181.75,,,2015,2010,1805007PD,1805007E,4691.4,318.2,0,0,20151805007PD1805007E
2010,2010,SW1806SWP15,1806059PD,1708.996124,724.9319391,44,0,2010SW1806SWP151806059PD,0.729504365,830.0470703,224,,,,,2010,2010,GW1805-2-01,1805071PD,1006.622375,352,298,0,2010GW1805-2-011805071PD,1.217798595,352,181.75,,,2030,2010,1802089GWR,1802089GW,4691.23357,541,26,0,20301802089GWR1802089GW
2010,2010,SW1806SWP15,1806017PD,1313.987189,724.9319391,44,0,2010SW1806SWP151806017PD,0.729504365,830.0470703,224,,,,,2010,2010,GW1805-2-09.02,1805061PD,469.6585455,352,298,0,2010GW1805-2-09.021805061PD,1.217798595,352,181.75,,,2010,2010,CVP_Flsm,1802085PD,4690.13245,0,224,0,2010CVP_Flsm1802085PD
2010,2010,SW1806SWP15,1806053PD,713.5684062,724.9319391,44,0,2010SW1806SWP151806053PD,0.729504365,830.0470703,224,,,,,2015,2010,GW1805-2-02.02,1805099PD,431.8845599,352,298,0,2015GW1805-2-02.021805099PD,1.217798595,352,181.75,,,2035,2010,GW1809-6-42,1809029PD,4690,362,181.75,0,2035GW1809-6-421809029PD
2035,2010,SW1809SWP24,1809027PD,13000,723.3574887,44,0,2035SW1809SWP241809027PD,0.729257902,828.2443245,224,,,,,2020,2010,GW1805-2-02.02,1805099PD,420.8623693,352,298,0,2020GW1805-2-02.021805099PD,1.217798595,352,181.75,,,2015,2010,1807217IMP,1807317PD,4689.046539,25,224,0,20151807217IMP1807317PD
2035,2010,SW1809SWP24,1810019PD,266.2887643,723.3574887,44,0,2035SW1809SWP241810019PD,0.729257902,828.2443245,224,,,,,2010,2010,GW1805-2-02.02,1805099PD,314.3192488,352,298,0,2010GW1805-2-02.021805099PD,1.217798595,352,181.75,,,2015,2010,RES1807401,1807401PD,4685.104687,87,224,0,2015RES18074011807401PD
2025,2010,SW1809SWP24,1809027PD,13000,721.2055375,44,0,2025SW1809SWP241809027PD,0.728919668,825.7803404,224,,,,,2025,2010,GW1805-2-02.02,1805099PD,307.1471103,352,298,0,2025GW1805-2-02.021805099PD,1.217798595,352,181.75,,,2025,2010,1803041PD,1803029PD,4685.024631,25,0,0,20251803041PD1803029PD
2025,2010,SW1809SWP24,1810019PD,269.2886564,721.2055375,44,0,2025SW1809SWP241810019PD,0.728919668,825.7803404,224,,,,,2035,2010,GW1805-2-09.02,1805061PD,285,352,298,0,2035GW1805-2-09.021805061PD,1.217798595,352,181.75,,,2035,2010,1809029PD,1809029E,4682.16,163.1,0,0,20351809029PD1809029E
2020,2010,SW1809SWP24,1809027PD,13200,720.6839573,44,0,2020SW1809SWP241809027PD,0.728837449,825.1831311,224,,,,,2030,2010,GW1805-2-09.02,1805061PD,274,352,298,0,2030GW1805-2-09.021805061PD,1.217798595,352,181.75,,,2025,2010,1809033PD,1809033E,4680,163.1,0,0,20251809033PD1809033E
2020,2010,SW1809SWP24,1810019PD,291.9022455,720.6839573,44,0,2020SW1809SWP241810019PD,0.728837449,825.1831311,224,,,,,2025,2010,GW1805-2-09.02,1805061PD,263,352,298,0,2025GW1805-2-09.021805061PD,1.217798595,352,181.75,,,2015,2010,1807161IMP,1807059PD,4679.880118,25,224,0,20151807161IMP1807059PD
2030,2010,SW1809SWP24,1809027PD,13000,719.9744515,44,0,2030SW1809SWP241809027PD,0.728725457,824.3707469,224,,,,,2020,2010,GW1805-2-09.02,1805061PD,254,352,298,0,2020GW1805-2-09.021805061PD,1.217798595,352,181.75,,,2025,2010,GW1807-8-02.01,1807385PD,4677.710012,579,181.75,0,2025GW1807-8-02.011807385PD
2030,2010,SW1809SWP24,1810019PD,266.1397984,719.9744515,44,0,2030SW1809SWP241810019PD,0.728725457,824.3707469,224,,,,,2015,2010,GW1805-2-09.02,1805061PD,252,352,298,0,2015GW1805-2-09.021805061PD,1.217798595,352,181.75,,,2020,2010,1807161IMP,1807059PD,4677.64792,25,224,0,20201807161IMP1807059PD
2035,2010,SW1806SWP15,1806059PD,2047.323643,719.7257799,44,0,2035SW1806SWP151806059PD,0.728686164,824.086018,224,,,,,2020,2010,GW1805-2-02.02,1805091PD,243.8493565,352,298,0,2020GW1805-2-02.021805091PD,1.217798595,352,181.75,,,2035,2010,GW1807-9-10,1807307BDSL,4676.875131,579,0,0,2035GW1807-9-101807307BDSL
2030,2010,SW1806SWP15,1806059PD,2000.815891,719.7257799,44,0,2030SW1806SWP151806059PD,0.728686164,824.086018,224,,,,,2015,2010,GW1805-2-02.02,1805091PD,236.9481766,352,298,0,2015GW1805-2-02.021805091PD,1.217798595,352,181.75,,,2025,2010,1807217IMP,1807317PD,4676.211654,25,224,0,20251807217IMP1807317PD
2025,2010,SW1806SWP15,1806059PD,1950.705426,719.7257799,44,0,2025SW1806SWP151806059PD,0.728686164,824.086018,224,,,,,2030,2010,GW1805-2-02.02,1805099PD,218.5163551,352,298,0,2030GW1805-2-02.021805099PD,1.217798595,352,181.75,,,2030,2010,GW1810-7-62,1810035PD,4676,476,26,0,2030GW1810-7-621810035PD
2020,2010,SW1806SWP15,1806059PD,1913.695736,719.7257799,44,0,2020SW1806SWP151806059PD,0.728686164,824.086018,224,,,,,2025,2010,GW1805-2-02.02,1805091PD,195,352,298,0,2025GW1805-2-02.021805091PD,1.217798595,352,181.75,,,2030,2010,GW1807-4-11.04,1807117PD,4674.773349,608,181.75,0,2030GW1807-4-11.041807117PD
2020,2010,SW1806SWP15,1806017PD,1753,719.7257799,44,0,2020SW1806SWP151806017PD,0.728686164,824.086018,224,,,,,2030,2010,GW1805-2-02.02,1805091PD,143,352,298,0,2030GW1805-2-02.021805091PD,1.217798595,352,181.75,,,2035,2010,GW1807-4-11.04,1807117PD,4674.686788,608,181.75,0,2035GW1807-4-11.041807117PD
2030,2010,SW1806SWP15,1806017PD,1753,719.7257799,44,0,2030SW1806SWP151806017PD,0.728686164,824.086018,224,,,,,2035,2010,GW1805-2-02.02,1805099PD,95.18779343,352,298,0,2035GW1805-2-02.021805099PD,1.217798595,352,181.75,,,2015,2010,GW1807-4-11.04,1807117PD,4674.401198,608,181.75,0,2015GW1807-4-11.041807117PD
2035,2010,SW1806SWP15,1806017PD,1753,719.7257799,44,0,2035SW1806SWP151806017PD,0.728686164,824.086018,224,,,,,2035,2010,GW1805-2-02.02,1805091PD,50,352,298,0,2035GW1805-2-02.021805091PD,1.217798595,352,181.75,,,2025,2010,GW1807-4-11.04,1807117PD,4674.293209,608,181.75,0,2025GW1807-4-11.041807117PD
2025,2010,SW1806SWP15,1806017PD,1733.884824,719.7257799,44,0,2025SW1806SWP151806017PD,0.728686164,824.086018,224,,,,,2010,2010,GW1805-2-02.02,1805091PD,39.60584316,352,298,0,2010GW1805-2-02.021805091PD,1.217798595,352,181.75,,,2020,2010,GW1807-4-11.04,1807117PD,4674.281503,608,181.75,0,2020GW1807-4-11.041807117PD
2035,2010,SW1806SWP15,1806067PD,1554.376018,719.7257799,44,0,2035SW1806SWP151806067PD,0.728686164,824.086018,224,,,,,2035,2010,GW1802-5-21.67,1802103PD,3902.254472,215.8419375,49,0,2035GW1802-5-21.671802103PD,1.220469758,191,26,,,2025,2010,SW1804001,1804001PD,4673.133861,87,224,0,2025SW18040011804001PD
2030,2010,SW1806SWP15,1806067PD,1541.244428,719.7257799,44,0,2030SW1806SWP151806067PD,0.728686164,824.086018,224,,,,,2035,2010,GW1802-5-21.67,1802027PD,3873.926087,215.8419375,49,0,2035GW1802-5-21.671802027PD,1.220469758,191,26,,,2030,2010,1807217IMP,1807317PD,4670.663886,25,224,0,20301807217IMP1807317PD
2025,2010,SW1806SWP15,1806067PD,1537.946473,719.7257799,44,0,2025SW1806SWP151806067PD,0.728686164,824.086018,224,,,,,2020,2010,GW1807-4-06,1807045PD,3416.007229,665.85,298,0,2020GW1807-4-061807045PD,1.220526782,607.95,181.75,,,2025,2010,1807161IMP,1807059PD,4670.480745,25,224,0,20251807161IMP1807059PD
2020,2010,SW1806SWP15,1806067PD,1483.656234,719.7257799,44,0,2020SW1806SWP151806067PD,0.728686164,824.086018,224,,,,,2035,2010,GW1807285d,1807285PD,2384.23588,579,403,0,2035GW1807285d1807285PD,1.222914072,579,224,,,2015,2010,1808005PD,1808005E,4668.72,17.6,0,0,20151808005PD1808005E
2035,2010,SW1806SWP15,1806053PD,874.9880096,719.7257799,44,0,2035SW1806SWP151806053PD,0.728686164,824.086018,224,,,,,2030,2010,GW1807285d,1807285PD,2301.980702,579,403,0,2030GW1807285d1807285PD,1.222914072,579,224,,,2015,2010,1801033PD,1801033E,4667.67,163.1,0,0,20151801033PD1801033E
2030,2010,SW1806SWP15,1806053PD,810.6834532,719.7257799,44,0,2030SW1806SWP151806053PD,0.728686164,824.086018,224,,,,,2025,2010,GW1807285d,1807285PD,2177.259034,579,403,0,2025GW1807285d1807285PD,1.222914072,579,224,,,2015,2010,GW1805-2-09.02,1805083PD,4666.804261,594,128,0,2015GW1805-2-09.021805083PD
2025,2010,SW1806SWP15,1806053PD,748.6091127,719.7257799,44,0,2025SW1806SWP151806053PD,0.728686164,824.086018,224,,,,,2020,2010,GW1807285d,1807285PD,2061.007379,579,403,0,2020GW1807285d1807285PD,1.222914072,579,224,,,2035,2010,1807217IMP,1807317PD,4662.344735,25,224,0,20351807217IMP1807317PD
2020,2010,SW1806SWP15,1806053PD,686.9064748,719.7257799,44,0,2020SW1806SWP151806053PD,0.728686164,824.086018,224,,,,,2015,2010,GW1807285d,1807285PD,1116.004656,579,403,0,2015GW1807285d1807285PD,1.222914072,579,224,,,2010,2010,GW1803-5-22.14,1803067PD,4662,399,181.75,0,2010GW1803-5-22.141803067PD
2010,2010,SW1809SWP24,1809027PD,9800,699.5034953,44,0,2010SW1809SWP241809027PD,0.725417741,800.9315021,224,,,,,2035,2010,GW1801-1-10,1801011PD,1721.648412,201.151125,49,0,2035GW1801-1-101801011PD,1.226231005,178,26,,,2010,2010,1803067PD,1803067E,4662,17.6,0,0,20101803067PD1803067E
2010,2010,SW1809SWP24,1810019PD,390.3086796,699.5034953,44,0,2010SW1809SWP241810019PD,0.725417741,800.9315021,224,,,,,2030,2010,GW1807-4-04.02,1807250PD,15379.16716,765.7275,49,0,2030GW1807-4-04.021807250PD,1.226357441,638.3475,26,,,2030,2010,1807161IMP,1807059PD,4661.099756,25,224,0,20301807161IMP1807059PD
2010,2010,GW1804-5-22.02,1804043PD,29158.98491,241,65.5,0,2010GW1804-5-22.021804043PD,0.725014784,241,181.75,,,,,2030,2010,1807383GW,1807383PD,10665,765.7275,49,0,20301807383GW1807383PD,1.226357441,638.3475,26,,,2015,2010,1807407PD,1807207PD,4660.305939,25,0,0,20151807407PD1807207PD
2035,2010,GW1804-5-22.02,1804043PD,29142.21162,241,65.5,0,2035GW1804-5-22.021804043PD,0.725014784,241,181.75,,,,,2035,2010,GW1807-9-07,1807273PD,3779.765305,579,547,0,2035GW1807-9-071807273PD,1.228587016,579,337.5,,,2015,2010,CRK_LYTL,1807409PD,4660.213115,87,224,0,2015CRK_LYTL1807409PD
2010,2010,GW1804-5-22.04,1804039PD,23660,241,65.5,0,2010GW1804-5-22.041804039PD,0.725014784,241,181.75,,,,,2030,2010,GW1807-9-07,1807273PD,3482.00593,579,547,0,2030GW1807-9-071807273PD,1.228587016,579,337.5,,,2025,2010,GW-4,GW1807-4-11,4658.272729,0,0,0,2025GW-4GW1807-4-11
2030,2010,GW1804-5-22.02,1804043PD,22316.6605,241,65.5,0,2030GW1804-5-22.021804043PD,0.725014784,241,181.75,,,,,2025,2010,GW1807-9-07,1807273PD,3245.996558,579,547,0,2025GW1807-9-071807273PD,1.228587016,579,337.5,,,2020,2010,1805079PD,1805079E,4657.688395,318.2,0,0,20201805079PD1805079E
2025,2010,GW1804-5-22.02,1804043PD,16037.07601,241,65.5,0,2025GW1804-5-22.021804043PD,0.725014784,241,181.75,,,,,2015,2010,GW1807-9-07,1807273PD,2780.918071,579,547,0,2015GW1807-9-071807273PD,1.228587016,579,337.5,,,2015,2010,1801027PD,1801033PD,4655.909145,25,0,0,20151801027PD1801033PD
