year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,linkID,Ratio lo/med,med trans,med treatment,,lo,,hi,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,HI linkID,ratio hi/med,med trans,med treatment,,Med,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,medlinkID
2010,2010,GW1805-2-09.02,1805087PD,11632.30607,352,65.5,0,2010GW1805-2-09.021805087PD,0.782201405,352,181.75,,,,,2010,2010,GW1803-5-22.14,1803081PD,4231,399,298,0,2010GW1803-5-22.141803081PD,1.200172191,399,181.75,,,2010,2010,GW1807-8-02.01,1807165PD,4946.89814,579,158.4354148,0,2010GW1807-8-02.011807165PD
2010,2010,GW1805-2-10,1805075PD,3258.156685,352,65.5,0,2010GW1805-2-101805075PD,0.782201405,352,181.75,,,,,2010,2010,GW1803-5-22.14,1803029PD,3256.740571,399,298,0,2010GW1803-5-22.141803029PD,1.200172191,399,181.75,,,2010,2010,SW1805081PEN,1805035PD,4943,25,26,0,2010SW1805081PEN1805035PD
2015,2010,GW1805-2-10,1805075PD,3196.222487,352,65.5,0,2015GW1805-2-101805075PD,0.782201405,352,181.75,,,,,2010,2010,GW1803-5-22.14,1803053PD,302.1493524,399,298,0,2010GW1803-5-22.141803053PD,1.200172191,399,181.75,,,2010,2010,1807119PD,1807119E,4941.9,13.77183775,0,0,20101807119PD1807119E
2035,2010,GW1805-2-10,1805075PD,3024.372499,352,65.5,0,2035GW1805-2-101805075PD,0.782201405,352,181.75,,,,,2010,2010,GW1803-5-22.14,1803055PD,151,399,298,0,2010GW1803-5-22.141803055PD,1.200172191,399,181.75,,,2030,2010,1803041PD,1803029PD,4937.536946,25,0,0,20301803041PD1803029PD
2030,2010,GW1805-2-10,1805075PD,2938.159331,352,65.5,0,2030GW1805-2-101805075PD,0.782201405,352,181.75,,,,,2035,2010,1803033REC,GWR1803-5-22.08,26851.46287,1183.253313,1095,0,20351803033RECGWR1803-5-22.08,1.201676985,800.8949375,1095,,,2015,2010,1803027PD,1803027E,4936.88,17.6,0,0,20151803027PD1803027E
2025,2010,GW1805-2-10,1805075PD,2907.482552,352,65.5,0,2025GW1805-2-101805075PD,0.782201405,352,181.75,,,,,2030,2010,GW1801-1-10,1801011PD,1721.648412,196.245,49,0,2030GW1801-1-101801011PD,1.202181373,178,26,,,2010,2010,GW1807-4-11.04,1807119PD,4934.450788,608,181.75,0,2010GW1807-4-11.041807119PD
2020,2010,GW1805-2-10,1805075PD,2885.791671,352,65.5,0,2020GW1805-2-101805075PD,0.782201405,352,181.75,,,,,2020,2010,R_SALINAS,1806051PD,5021.656051,87,49,0,2020R_SALINAS1806051PD,1.203539823,87,26,,,2015,2010,1807147PD,1807147E,4932.4,163.1,0,0,20151807147PD1807147E
2010,2010,GW1805-2-01,1805071PD,1006.622375,352,65.5,0,2010GW1805-2-011805071PD,0.782201405,352,181.75,,,,,2025,2010,R_SALINAS,1806051PD,5021.19403,87,49,0,2025R_SALINAS1806051PD,1.203539823,87,26,,,2015,2010,GW1807-4-11.04,1807261PD,4932.31897,579,26,0,2015GW1807-4-11.041807261PD
2010,2010,GW1805-2-09.02,1805061PD,469.6585455,352,65.5,0,2010GW1805-2-09.021805061PD,0.782201405,352,181.75,,,,,2030,2010,R_SALINAS,1806051PD,5021.19403,87,49,0,2030R_SALINAS1806051PD,1.203539823,87,26,,,2035,2010,SW1810015,1810015PD,4928.769231,87,224,0,2035SW18100151810015PD
2015,2010,GW1805-2-02.02,1805099PD,431.8845599,352,65.5,0,2015GW1805-2-02.021805099PD,0.782201405,352,181.75,,,,,2035,2010,R_SALINAS,1806051PD,5021.19403,87,49,0,2035R_SALINAS1806051PD,1.203539823,87,26,,,2025,2010,GW-6,GW1808-6-05,4926.632292,0,0,0,2025GW-6GW1808-6-05
2020,2010,GW1805-2-02.02,1805099PD,420.8623693,352,65.5,0,2020GW1805-2-02.021805099PD,0.782201405,352,181.75,,,,,2015,2010,R_SALINAS,1806051PD,3329.842932,87,49,0,2015R_SALINAS1806051PD,1.203539823,87,26,,,2025,2010,GW-1,GW1801-1-55,4925.222197,0,0,0,2025GW-1GW1801-1-55
2010,2010,GW1805-2-02.02,1805099PD,314.3192488,352,65.5,0,2010GW1805-2-02.021805099PD,0.782201405,352,181.75,,,,,2015,2010,GW1805-2-09.02,1805015PD,3746.31985,371,298,0,2015GW1805-2-09.021805015PD,1.210312076,371,181.75,,,2020,2010,1807337PD,1807337E,4924.04,163.1,0,0,20201807337PD1807337E
2025,2010,GW1805-2-02.02,1805099PD,307.1471103,352,65.5,0,2025GW1805-2-02.021805099PD,0.782201405,352,181.75,,,,,2010,2010,GW1805-2-09.02,1805015PD,3396,371,298,0,2010GW1805-2-09.021805015PD,1.210312076,371,181.75,,,2010,2010,GW1807-8-02.03,1807411PD,4923.803251,579,26,0,2010GW1807-8-02.031807411PD
2035,2010,GW1805-2-09.02,1805061PD,285,352,65.5,0,2035GW1805-2-09.021805061PD,0.782201405,352,181.75,,,,,2035,2010,GW1805-2-09.02,1805015PD,3232.070233,371,298,0,2035GW1805-2-09.021805015PD,1.210312076,371,181.75,,,2020,2010,GW1807-4-11.04,1807261PD,4922.407076,579,26,0,2020GW1807-4-11.041807261PD
2030,2010,GW1805-2-09.02,1805061PD,274,352,65.5,0,2030GW1805-2-09.021805061PD,0.782201405,352,181.75,,,,,2030,2010,GW1805-2-09.02,1805015PD,3175.879939,371,298,0,2030GW1805-2-09.021805015PD,1.210312076,371,181.75,,,2025,2010,GW1807-8-02.07,1807419GW,4921.73069,579,0,0,2025GW1807-8-02.071807419GW
2025,2010,GW1805-2-09.02,1805061PD,263,352,65.5,0,2025GW1805-2-09.021805061PD,0.782201405,352,181.75,,,,,2025,2010,GW1805-2-09.02,1805015PD,3120.725886,371,298,0,2025GW1805-2-09.021805015PD,1.210312076,371,181.75,,,2015,2010,1807261PD,1807261E,4914.9,163.1,0,0,20151807261PD1807261E
2020,2010,GW1805-2-09.02,1805061PD,254,352,65.5,0,2020GW1805-2-09.021805061PD,0.782201405,352,181.75,,,,,2020,2010,GW1805-2-09.02,1805015PD,3066.508271,371,298,0,2020GW1805-2-09.021805015PD,1.210312076,371,181.75,,,2025,2010,GW1807-4-11.04,1807261PD,4914.844156,579,26,0,2025GW1807-4-11.041807261PD
2015,2010,GW1805-2-09.02,1805061PD,252,352,65.5,0,2015GW1805-2-09.021805061PD,0.782201405,352,181.75,,,,,2015,2010,GW1806-3-01,1806075PD,4063,506.325,298,0,2015GW1806-3-011806075PD,1.210375832,482.775,181.75,,,2020,2010,1807261PD,1807261E,4911.3,163.1,0,0,20201807261PD1807261E
2020,2010,GW1805-2-02.02,1805091PD,243.8493565,352,65.5,0,2020GW1805-2-02.021805091PD,0.782201405,352,181.75,,,,,2015,2010,GW1806-3-12,1806003PD,1215.519806,506.325,298,0,2015GW1806-3-121806003PD,1.210375832,482.775,181.75,,,2035,2010,1810035PD,1810035E,4908.96,17.6,0,0,20351810035PD1810035E
2015,2010,GW1805-2-02.02,1805091PD,236.9481766,352,65.5,0,2015GW1805-2-02.021805091PD,0.782201405,352,181.75,,,,,2015,2010,GW1806-3-12,1806047PD,1163.950646,506.325,298,0,2015GW1806-3-121806047PD,1.210375832,482.775,181.75,,,2020,2010,GW-1,GW1801-1-55,4902.874472,0,0,0,2020GW-1GW1801-1-55
2030,2010,GW1805-2-02.02,1805099PD,218.5163551,352,65.5,0,2030GW1805-2-02.021805099PD,0.782201405,352,181.75,,,,,2015,2010,GW1806-3-12,1806027PD,1135.417762,506.325,298,0,2015GW1806-3-121806027PD,1.210375832,482.775,181.75,,,2025,2010,SW1808001,1808001PD,4898.075009,87,224,0,2025SW18080011808001PD
2025,2010,GW1805-2-02.02,1805091PD,195,352,65.5,0,2025GW1805-2-02.021805091PD,0.782201405,352,181.75,,,,,2015,2010,GW1806-3-12,1806053PD,394.2745803,506.325,298,0,2015GW1806-3-121806053PD,1.210375832,482.775,181.75,,,2010,2010,1807207PD,1807207E,4893.98,163.1,0,0,20101807207PD1807207E
2030,2010,GW1805-2-02.02,1805091PD,143,352,65.5,0,2030GW1805-2-02.021805091PD,0.782201405,352,181.75,,,,,2025,2010,GW1807-8-02.01,1807161PD,46094,623.14875,298,0,2025GW1807-8-02.011807161PD,1.210842918,579,181.75,,,2015,2010,GW1807-4-04.07,1807231PD,4888.543944,579,181.75,0,2015GW1807-4-04.071807231PD
2035,2010,GW1805-2-02.02,1805099PD,95.18779343,352,65.5,0,2035GW1805-2-02.021805099PD,0.782201405,352,181.75,,,,,2025,2010,GW1807-4-08,1807041PD,30345,623.14875,298,0,2025GW1807-4-081807041PD,1.210842918,579,181.75,,,2035,2010,1805051PD,1805051E,4888,318.2,0,0,20351805051PD1805051E
2035,2010,GW1805-2-02.02,1805091PD,50,352,65.5,0,2035GW1805-2-02.021805091PD,0.782201405,352,181.75,,,,,2025,2010,GW1807-8-02.01,1807265PD,17763.37225,623.14875,298,0,2025GW1807-8-02.011807265PD,1.210842918,579,181.75,,,2030,2010,GW1807-8-02.07,1807419GW,4887.667665,579,0,0,2030GW1807-8-02.071807419GW
2010,2010,GW1805-2-02.02,1805091PD,39.60584316,352,65.5,0,2010GW1805-2-02.021805091PD,0.782201405,352,181.75,,,,,2025,2010,GW1807-8-02.01,1807079PD,16522.69378,623.14875,298,0,2025GW1807-8-02.011807079PD,1.210842918,579,181.75,,,2030,2010,SW1803SWP16,1803083PD,4885.902841,317.3681811,224,0,2030SW1803SWP161803083PD
2010,2010,SW1805SWP05axf,1805007PD,1344.858909,592,44,0,2010SW1805SWP05axf1805007PD,0.779411765,592,224,,,,,2025,2010,GW1807-4-08,1807397PD,9110.228013,623.14875,298,0,2025GW1807-4-081807397PD,1.210842918,579,181.75,,,2010,2010,1805035PD,1805035E,4884,318.2,0,0,20101805035PD1805035E
2035,2010,SW1805SWP05axf,1805007PD,1211.75174,592,44,0,2035SW1805SWP05axf1805007PD,0.779411765,592,224,,,,,2025,2010,GW1807-8-02.01,1807243PD,7553.867349,623.14875,298,0,2025GW1807-8-02.011807243PD,1.210842918,579,181.75,,,2035,2010,WWT1805083,1805089REC,4882.105372,108,0,0,2035WWT18050831805089REC
2030,2010,SW1805SWP05axf,1805007PD,1199.922847,592,44,0,2030SW1805SWP05axf1805007PD,0.779411765,592,224,,,,,2025,2010,GW1807-8-02.01,1807385PD,4677.710012,623.14875,298,0,2025GW1807-8-02.011807385PD,1.210842918,579,181.75,,,2035,2010,1805089REC,1805089NPD,4882.105372,0,236,0,20351805089REC1805089NPD
2025,2010,SW1805SWP05axf,1805007PD,1182.889242,592,44,0,2025SW1805SWP05axf1805007PD,0.779411765,592,224,,,,,2025,2010,GW1807-8-02.07,1807323PD,1927,623.14875,298,0,2025GW1807-8-02.071807323PD,1.210842918,579,181.75,,,2035,2010,1805089NPD,1805089E,4882.105372,381.84,0,0,20351805089NPD1805089E
2020,2010,SW1805SWP05axf,1805007PD,1167.511682,592,44,0,2020SW1805SWP05axf1805007PD,0.779411765,592,224,,,,,2025,2010,GW1807-8-02.07,1807279PD,196.958594,623.14875,298,0,2025GW1807-8-02.071807279PD,1.210842918,579,181.75,,,2025,2010,SW1803SWP16,1803083PD,4880.321595,318.102336,224,0,2025SW1803SWP161803083PD
2015,2010,SW1805SWP05axf,1805007PD,1133.641719,592,44,0,2015SW1805SWP05axf1805007PD,0.779411765,592,224,,,,,2035,2010,GW1806-3-04.05,1806007PD,2432,368,298,0,2035GW1806-3-04.051806007PD,1.211459754,368,181.75,,,2020,2010,1807347PD,1807347E,4880,163.1,0,0,20201807347PD1807347E
2025,2010,GW1806-3-01,1806075PD,2739.77433,471,65.5,0,2025GW1806-3-011806075PD,0.779044926,506.91375,181.75,,,,,2030,2010,GW1806-3-04.05,1806007PD,2192,368,298,0,2030GW1806-3-04.051806007PD,1.211459754,368,181.75,,,2025,2010,1807347PD,1807347E,4880,163.1,0,0,20251807347PD1807347E
2025,2010,GW1806-3-12,1806003PD,1171.90716,471,65.5,0,2025GW1806-3-121806003PD,0.779044926,506.91375,181.75,,,,,2025,2010,GW1806-3-04.05,1806007PD,1979,368,298,0,2025GW1806-3-04.051806007PD,1.211459754,368,181.75,,,2030,2010,1807347PD,1807347E,4880,163.1,0,0,20301807347PD1807347E
2025,2010,GW1806-3-12,1806047PD,1071.675497,471,65.5,0,2025GW1806-3-121806047PD,0.779044926,506.91375,181.75,,,,,2015,2010,GW1806-3-04.05,1806007PD,1821,368,298,0,2015GW1806-3-04.051806007PD,1.211459754,368,181.75,,,2035,2010,1807347PD,1807347E,4880,163.1,0,0,20351807347PD1807347E
2025,2010,GW1806-3-12,1806027PD,900.7606444,471,65.5,0,2025GW1806-3-121806027PD,0.779044926,506.91375,181.75,,,,,2020,2010,GW1806-3-04.05,1806007PD,1787,368,298,0,2020GW1806-3-04.051806007PD,1.211459754,368,181.75,,,2010,2010,GW1807-8-02.02,1807079PD,4879.350773,579,181.75,0,2010GW1807-8-02.021807079PD
2025,2010,GW1806-3-12,1806053PD,422.6019185,471,65.5,0,2025GW1806-3-121806053PD,0.779044926,506.91375,181.75,,,,,2010,2010,GW1806-3-04.05,1806007PD,1621,368,298,0,2010GW1806-3-04.051806007PD,1.211459754,368,181.75,,,2035,2010,1805025PD,1805051PD,4875,25,0,0,20351805025PD1805051PD
2035,2010,GW1807285d,1807285PD,2384.23588,579,44,0,2035GW1807285d1807285PD,0.775840598,579,224,,,,,2035,2010,GW1809-6-42,1809039PD,54655,362,298,0,2035GW1809-6-421809039PD,1.213793103,362,181.75,,,2020,2010,GW1807-4-06,1807043PD,4865.114735,579,181.75,0,2020GW1807-4-061807043PD
2030,2010,GW1807285d,1807285PD,2301.980702,579,44,0,2030GW1807285d1807285PD,0.775840598,579,224,,,,,2030,2010,GW1809-6-42,1809039PD,47146,362,298,0,2030GW1809-6-421809039PD,1.213793103,362,181.75,,,2030,2010,GW-1,GW1801-1-55,4864.820717,0,0,0,2030GW-1GW1801-1-55
2025,2010,GW1807285d,1807285PD,2177.259034,579,44,0,2025GW1807285d1807285PD,0.775840598,579,224,,,,,2025,2010,GW1809-6-42,1809039PD,40670,362,298,0,2025GW1809-6-421809039PD,1.213793103,362,181.75,,,2025,2010,1807261PD,1807261E,4863.3,163.1,0,0,20251807261PD1807261E
2020,2010,GW1807285d,1807285PD,2061.007379,579,44,0,2020GW1807285d1807285PD,0.775840598,579,224,,,,,2020,2010,GW1809-6-42,1809039PD,35082,362,298,0,2020GW1809-6-421809039PD,1.213793103,362,181.75,,,2025,2010,GW1807-4-06,1807043PD,4862.049403,579,181.75,0,2025GW1807-4-061807043PD
2015,2010,GW1807285d,1807285PD,1116.004656,579,44,0,2015GW1807285d1807285PD,0.775840598,579,224,,,,,2015,2010,GW1809-6-42,1809039PD,30264,362,298,0,2015GW1809-6-421809039PD,1.213793103,362,181.75,,,2030,2010,GW1803-5-22.08,1803039PD,4862,439.8975,26,0,2030GW1803-5-22.081803039PD
2015,2010,GW1809-6-54,1809019PD,8663,362,65.5,0,2015GW1809-6-541809019PD,0.773335745,371.05,181.75,,,,,2020,2010,GW1809-6-44,1809023PD,23200,362,298,0,2020GW1809-6-441809023PD,1.213793103,362,181.75,,,2035,2010,GW1803-5-22.08,1803039PD,4862,450.8949375,26,0,2035GW1803-5-22.081803039PD
2020,2010,GW1803-5-22.11,1803077PD,20986,399,65.5,0,2020GW1803-5-22.111803077PD,0.773264525,418.95,181.75,,,,,2025,2010,GW1809-6-44,1809023PD,23200,362,298,0,2025GW1809-6-441809023PD,1.213793103,362,181.75,,,2030,2010,GW1807-4-06,1807043PD,4859.579959,579,181.75,0,2030GW1807-4-061807043PD
2020,2010,GW1803-5-22.14,1803079PD,15383,399,65.5,0,2020GW1803-5-22.141803079PD,0.773264525,418.95,181.75,,,,,2030,2010,GW1809-6-44,1809023PD,23200,362,298,0,2030GW1809-6-441809023PD,1.213793103,362,181.75,,,2035,2010,GW1807-4-06,1807043PD,4857.952687,579,181.75,0,2035GW1807-4-061807043PD
2020,2010,GW1803-5-22.12,1803037PD,14563,399,65.5,0,2020GW1803-5-22.121803037PD,0.773264525,418.95,181.75,,,,,2035,2010,GW1809-6-44,1809023PD,23200,362,298,0,2035GW1809-6-441809023PD,1.213793103,362,181.75,,,2035,2010,GW-1,GW1801-1-55,4855.204452,0,0,0,2035GW-1GW1801-1-55
2020,2010,GW1803-5-22.14,1803025PD,11431.6227,399,65.5,0,2020GW1803-5-22.141803025PD,0.773264525,418.95,181.75,,,,,2035,2010,GW1809-6-42,1809017PD,22017,362,298,0,2035GW1809-6-421809017PD,1.213793103,362,181.75,,,2030,2010,SW1810015,1810015PD,4844.715447,87,224,0,2030SW18100151810015PD
2020,2010,GW1803-5-22.12,1803047PD,9843,399,65.5,0,2020GW1803-5-22.121803047PD,0.773264525,418.95,181.75,,,,,2010,2010,GW1809-6-42,1809039PD,20915,362,298,0,2010GW1809-6-421809039PD,1.213793103,362,181.75,,,2035,2010,1802089GWR,1802089GW,4843.55676,541,26,0,20351802089GWR1802089GW
2020,2010,GW1803-5-22.14,1803081PD,8033,399,65.5,0,2020GW1803-5-22.141803081PD,0.773264525,418.95,181.75,,,,,2030,2010,GW1809-6-42,1809017PD,20448,362,298,0,2030GW1809-6-421809017PD,1.213793103,362,181.75,,,2015,2010,SW1807007,1807007PD,4837.492848,87,224,0,2015SW18070071807007PD
2020,2010,GW1803-5-22.14,1803067PD,5060.602908,399,65.5,0,2020GW1803-5-22.141803067PD,0.773264525,418.95,181.75,,,,,2015,2010,GW1809-6-44,1809023PD,19981.50289,362,298,0,2015GW1809-6-441809023PD,1.213793103,362,181.75,,,2025,2010,1801027PD,1801033PD,4837.14233,25,0,0,20251801027PD1801033PD
2020,2010,GW1803-5-22.14,1803029PD,3774.059113,399,65.5,0,2020GW1803-5-22.141803029PD,0.773264525,418.95,181.75,,,,,2025,2010,GW1809-6-42,1809017PD,18878,362,298,0,2025GW1809-6-421809017PD,1.213793103,362,181.75,,,2030,2010,1801027PD,1801033PD,4836.236446,25,0,0,20301801027PD1801033PD
2020,2010,GW1803-5-22.11,1803031PD,3277,399,65.5,0,2020GW1803-5-22.111803031PD,0.773264525,418.95,181.75,,,,,2020,2010,GW1809-6-42,1809017PD,17309,362,298,0,2020GW1809-6-421809017PD,1.213793103,362,181.75,,,2035,2010,1801027PD,1801033PD,4836.181909,25,0,0,20351801027PD1801033PD
2020,2010,GW1803-5-22.14,1803055PD,374.2268347,399,65.5,0,2020GW1803-5-22.141803055PD,0.773264525,418.95,181.75,,,,,2015,2010,GW1809-6-42,1809017PD,17100,362,298,0,2015GW1809-6-421809017PD,1.213793103,362,181.75,,,2030,2010,GW-7,GW1810-7-62,4834,0,0,0,2030GW-7GW1810-7-62
2020,2010,GW1803-5-22.14,1803053PD,196.5811966,399,65.5,0,2020GW1803-5-22.141803053PD,0.773264525,418.95,181.75,,,,,2010,2010,GW1809-6-42,1809017PD,13595,362,298,0,2010GW1809-6-421809017PD,1.213793103,362,181.75,,,2015,2010,FRES_ID_GWXCH,1803033PD,4830.942623,399,224,0,2015FRES_ID_GWXCH1803033PD
2035,2010,GW1807-9-07,1807273PD,3779.765305,579,128,0,2035GW1807-9-071807273PD,0.771412984,579,337.5,,,,,2035,2010,GW1809-6-42,1809001PD,11684.84887,362,298,0,2035GW1809-6-421809001PD,1.213793103,362,181.75,,,2020,2010,1805007PD,1805007E,4827.84,318.2,0,0,20201805007PD1805007E
2030,2010,GW1807-9-07,1807273PD,3482.00593,579,128,0,2030GW1807-9-071807273PD,0.771412984,579,337.5,,,,,2030,2010,GW1809-6-42,1809001PD,10407.59471,362,298,0,2030GW1809-6-421809001PD,1.213793103,362,181.75,,,2025,2010,1805007PD,1805007E,4827.84,318.2,0,0,20251805007PD1805007E
2025,2010,GW1807-9-07,1807273PD,3245.996558,579,128,0,2025GW1807-9-071807273PD,0.771412984,579,337.5,,,,,2025,2010,GW1809-6-42,1809001PD,9131.497318,362,298,0,2025GW1809-6-421809001PD,1.213793103,362,181.75,,,2020,2010,SW1804001,1804001PD,4827.65044,87,224,0,2020SW18040011804001PD
2015,2010,GW1807-9-07,1807273PD,2780.918071,579,128,0,2015GW1807-9-071807273PD,0.771412984,579,337.5,,,,,2020,2010,GW1809-6-42,1809001PD,7854.533721,362,298,0,2020GW1809-6-421809001PD,1.213793103,362,181.75,,,2035,2010,GW1807-4-11.04,1807253PD,4824.021976,579,26,0,2035GW1807-4-11.041807253PD
2020,2010,GW1807-9-07,1807273PD,1594.004718,579,128,0,2020GW1807-9-071807273PD,0.771412984,579,337.5,,,,,2010,2010,GW1809-6-54,1809019PD,7561,362,298,0,2010GW1809-6-541809019PD,1.213793103,362,181.75,,,2035,2010,GW1807-8-02.01,1807385PD,4820.540852,579,181.75,0,2035GW1807-8-02.011807385PD
2010,2010,GW1807-9-07,1807273PD,1203.868797,579,128,0,2010GW1807-9-071807273PD,0.771412984,579,337.5,,,,,2010,2010,GW1809-6-44,1809023PD,7388.888889,362,298,0,2010GW1809-6-441809023PD,1.213793103,362,181.75,,,2010,2010,GW1807-8-05,1807181PD,4815.459979,579,181.75,0,2010GW1807-8-051807181PD
2035,2010,GW1807-4-06,1807045PD,2543.514868,579,65.5,0,2035GW1807-4-061807045PD,0.770881203,654.3061875,181.75,,,,,2015,2010,GW1809-6-42,1809001PD,6320.668603,362,298,0,2015GW1809-6-421809001PD,1.213793103,362,181.75,,,2035,2010,GW1807-8-02.07,1807419GW,4813.842414,579,0,0,2035GW1807-8-02.071807419GW
2030,2010,GW1806-3-01,1806075PD,2739.067055,471,65.5,0,2030GW1806-3-011806075PD,0.765305213,519.2775,181.75,,,,,2035,2010,GW1809-6-42,1809029PD,4690,362,298,0,2035GW1809-6-421809029PD,1.213793103,362,181.75,,,2020,2010,1801033PD,1801033E,4810.89,163.1,0,0,20201801033PD1801033E
2030,2010,GW1806-3-12,1806047PD,1265.230288,471,65.5,0,2030GW1806-3-121806047PD,0.765305213,519.2775,181.75,,,,,2030,2010,GW1809-6-42,1809029PD,4342,362,298,0,2030GW1809-6-421809029PD,1.213793103,362,181.75,,,2010,2010,1810021IMP,1810009PD,4806,25,224,0,20101810021IMP1810009PD
2030,2010,GW1806-3-12,1806003PD,1205.858117,471,65.5,0,2030GW1806-3-121806003PD,0.765305213,519.2775,181.75,,,,,2025,2010,GW1809-6-42,1809029PD,3985.852625,362,298,0,2025GW1809-6-421809029PD,1.213793103,362,181.75,,,2015,2010,1807041PD,1807045PD,4804.070309,25,0,0,20151807041PD1807045PD
2030,2010,GW1806-3-12,1806027PD,919.1104718,471,65.5,0,2030GW1806-3-121806027PD,0.765305213,519.2775,181.75,,,,,2010,2010,GW1809-6-42,1809001PD,3982.818499,362,298,0,2010GW1809-6-421809001PD,1.213793103,362,181.75,,,2020,2010,WWT1807277,1807277REC,4802,108,0,0,2020WWT18072771807277REC
2030,2010,GW1806-3-12,1806053PD,457.6438849,471,65.5,0,2030GW1806-3-121806053PD,0.765305213,519.2775,181.75,,,,,2035,2010,GW1809-6-44,1809033PD,3750.769231,362,298,0,2035GW1809-6-441809033PD,1.213793103,362,181.75,,,2025,2010,WWT1807277,1807277REC,4802,108,0,0,2025WWT18072771807277REC
2020,2010,GW1809-6-54,1809019PD,7990,362,65.5,0,2020GW1809-6-541809019PD,0.760879238,380.1,181.75,,,,,2020,2010,GW1809-6-42,1809029PD,3644,362,298,0,2020GW1809-6-421809029PD,1.213793103,362,181.75,,,2030,2010,WWT1807277,1807277REC,4802,108,0,0,2030WWT18072771807277REC
2025,2010,GW1803-5-22.11,1803077PD,25466,399,65.5,0,2025GW1803-5-22.111803077PD,0.760013008,429.42375,181.75,,,,,2015,2010,GW1809-6-42,1809029PD,3309,362,298,0,2015GW1809-6-421809029PD,1.213793103,362,181.75,,,2035,2010,WWT1807277,1807277REC,4802,108,0,0,2035WWT18072771807277REC
2025,2010,GW1803-5-22.14,1803079PD,17479,399,65.5,0,2025GW1803-5-22.141803079PD,0.760013008,429.42375,181.75,,,,,2030,2010,GW1809-6-44,1809033PD,3237.692308,362,298,0,2030GW1809-6-441809033PD,1.213793103,362,181.75,,,2020,2010,1807277REC,1807277NPD,4802,0,236,0,20201807277REC1807277NPD
2025,2010,GW1803-5-22.12,1803037PD,16689,399,65.5,0,2025GW1803-5-22.121803037PD,0.760013008,429.42375,181.75,,,,,2025,2010,GW1809-6-44,1809033PD,2789.487179,362,298,0,2025GW1809-6-441809033PD,1.213793103,362,181.75,,,2025,2010,1807277REC,1807277NPD,4802,0,236,0,20251807277REC1807277NPD
2025,2010,GW1803-5-22.14,1803025PD,12631.55947,399,65.5,0,2025GW1803-5-22.141803025PD,0.760013008,429.42375,181.75,,,,,2010,2010,GW1809-6-42,1809029PD,2723.316835,362,298,0,2010GW1809-6-421809029PD,1.213793103,362,181.75,,,2030,2010,1807277REC,1807277NPD,4802,0,236,0,20301807277REC1807277NPD
2025,2010,GW1803-5-22.12,1803047PD,10853,399,65.5,0,2025GW1803-5-22.121803047PD,0.760013008,429.42375,181.75,,,,,2010,2010,GW1809-6-44,1809033PD,2718.709677,362,298,0,2010GW1809-6-441809033PD,1.213793103,362,181.75,,,2035,2010,1807277REC,1807277NPD,4802,0,236,0,20351807277REC1807277NPD
2025,2010,GW1803-5-22.14,1803081PD,10322,399,65.5,0,2025GW1803-5-22.141803081PD,0.760013008,429.42375,181.75,,,,,2035,2010,GW1809-6-44,1809031PD,2500,362,298,0,2035GW1809-6-441809031PD,1.213793103,362,181.75,,,2020,2010,1807277NPD,1807277E,4802,195.72,0,0,20201807277NPD1807277E
2025,2010,GW1803-5-22.14,1803067PD,5168,399,65.5,0,2025GW1803-5-22.141803067PD,0.760013008,429.42375,181.75,,,,,2015,2010,GW1809-6-44,1809033PD,2475.238095,362,298,0,2015GW1809-6-441809033PD,1.213793103,362,181.75,,,2025,2010,1807277NPD,1807277E,4802,195.72,0,0,20251807277NPD1807277E
2025,2010,GW1803-5-22.14,1803029PD,3960.975369,399,65.5,0,2025GW1803-5-22.141803029PD,0.760013008,429.42375,181.75,,,,,2030,2010,GW1809-6-44,1809031PD,2419.354839,362,298,0,2030GW1809-6-441809031PD,1.213793103,362,181.75,,,2030,2010,1807277NPD,1807277E,4802,195.72,0,0,20301807277NPD1807277E
2025,2010,GW1803-5-22.11,1803031PD,3597,399,65.5,0,2025GW1803-5-22.111803031PD,0.760013008,429.42375,181.75,,,,,2020,2010,GW1809-6-44,1809033PD,2412.051282,362,298,0,2020GW1809-6-441809033PD,1.213793103,362,181.75,,,2035,2010,1807277NPD,1807277E,4802,195.72,0,0,20351807277NPD1807277E
2025,2010,GW1803-5-22.14,1803083PD,1334.204842,399,65.5,0,2025GW1803-5-22.141803083PD,0.760013008,429.42375,181.75,,,,,2025,2010,GW1809-6-44,1809031PD,2150.537634,362,298,0,2025GW1809-6-441809031PD,1.213793103,362,181.75,,,2020,2010,WWT1807339,1807339REC,4801.5,108,0,0,2020WWT18073391807339REC
2025,2010,GW1803-5-22.14,1803055PD,555.9130435,399,65.5,0,2025GW1803-5-22.141803055PD,0.760013008,429.42375,181.75,,,,,2010,2010,GW1809-6-44,1809031PD,1900,362,298,0,2010GW1809-6-441809031PD,1.213793103,362,181.75,,,2030,2010,1803039PD,1803039E,4800.32,17.6,0,0,20301803039PD1803039E
